subject,chamber_key,chamber_label,phase_percent,cardiac_phase,modeled_volume_ml,change_from_0_ml,change_from_0_percent,change_from_previous_1pct_ml,measured_count,measured_mean_ml,measured_min_ml,measured_max_ml,model,model_residual_rmse_ml,cycle_offsets_ml,phase_kind
nix,heart_ventricle_left,Левый желудочек,13.0,Уменьшение объёма желудочков,133.41304529719793,-17.190673537192936,-11.414508001689125,-1.8473243642845318,0,,,,periodic_fourier_ridge_with_cycle_contrasts,2.538592471321868,"{""1"": -1.6204725949522663, ""2"": 1.6204725949522663}",periodic_model
nix,heart_ventricle_left,Левый желудочек,14.0,Уменьшение объёма желудочков,131.49363549552575,-19.11008333886511,-12.688985030893713,-1.919409801672174,1,129.46627532958982,129.46627532958982,129.46627532958982,periodic_fourier_ridge_with_cycle_contrasts,2.538592471321868,"{""1"": -1.6204725949522663, ""2"": 1.6204725949522663}",measured_phase_reference
nix,heart_ventricle_left,Левый желудочек,15.0,Уменьшение объёма желудочков,129.50863864641636,-21.095080187974503,-14.007011481018868,-1.9849968491093932,0,,,,periodic_fourier_ridge_with_cycle_contrasts,2.538592471321868,"{""1"": -1.6204725949522663, ""2"": 1.6204725949522663}",periodic_model
nix,heart_ventricle_left,Левый желудочек,16.0,Уменьшение объёма желудочков,127.46545087776394,-23.13826795662692,-15.363676365834346,-2.043187768652416,0,,,,periodic_fourier_ridge_with_cycle_contrasts,2.538592471321868,"{""1"": -1.6204725949522663, ""2"": 1.6204725949522663}",periodic_model
nix,heart_ventricle_left,Левый желудочек,17.0,Уменьшение объёма желудочков,125.37234376981301,-25.231375064577847,-16.753487403802527,-2.093107107950928,0,,,,periodic_fourier_ridge_with_cycle_contrasts,2.538592471321868,"{""1"": -1.6204725949522663, ""2"": 1.6204725949522663}",periodic_model
nix,heart_ventricle_left,Левый желудочек,18.0,Уменьшение объёма желудочков,123.23842842991274,-27.365290404478117,-18.170394872234166,-2.1339153399002697,0,,,,periodic_fourier_ridge_with_cycle_contrasts,2.538592471321868,"{""1"": -1.6204725949522663, ""2"": 1.6204725949522663}",periodic_model
nix,heart_ventricle_left,Левый желудочек,19.0,Уменьшение объёма желудочков,121.07360612114411,-29.53011271324675,-19.607824389594988,-2.1648223087686347,0,,,,periodic_fourier_ridge_with_cycle_contrasts,2.538592471321868,"{""1"": -1.6204725949522663, ""2"": 1.6204725949522663}",periodic_model
nix,heart_ventricle_left,Левый желудочек,20.0,Уменьшение объёма желудочков,118.88850585121304,-31.71521298317782,-21.058718356120398,-2.1851002699310698,0,,,,periodic_fourier_ridge_with_cycle_contrasts,2.538592471321868,"{""1"": -1.6204725949522663, ""2"": 1.6204725949522663}",periodic_model
nix,heart_ventricle_left,Левый желудочек,21.0,Уменьшение объёма желудочков,116.69440953593012,-33.90930929846074,-22.515585644832985,-2.19409631528292,1,114.40104080200194,114.40104080200194,114.40104080200194,periodic_fourier_ridge_with_cycle_contrasts,2.538592471321868,"{""1"": -1.6204725949522663, ""2"": 1.6204725949522663}",measured_phase_reference
nix,heart_ventricle_left,Левый желудочек,22.0,Уменьшение объёма желудочков,114.50316555129615,-36.10055328309471,-23.97055900245873,-2.191243984633971,0,,,,periodic_fourier_ridge_with_cycle_contrasts,2.538592471321868,"{""1"": -1.6204725949522663, ""2"": 1.6204725949522663}",periodic_model
nix,heart_ventricle_left,Левый желудочек,23.0,Уменьшение объёма желудочков,112.32709167652072,-38.27662715787014,-25.415459494702425,-2.176073874775426,1,110.22046661376952,110.22046661376952,110.22046661376952,periodic_fourier_ridge_with_cycle_contrasts,2.538592471321868,"{""1"": -1.6204725949522663, ""2"": 1.6204725949522663}",measured_phase_reference
nix,heart_ventricle_left,Левый желудочек,24.0,Уменьшение объёма желудочков,110.17886860422449,-40.42485023016637,-26.841867214858723,-2.1482230722962328,0,,,,periodic_fourier_ridge_with_cycle_contrasts,2.538592471321868,"{""1"": -1.6204725949522663, ""2"": 1.6204725949522663}",periodic_model
nix,heart_ventricle_left,Левый желудочек,25.0,Уменьшение объёма желудочков,108.07142535084908,-42.53229348354178,-28.241197370638492,-2.1074432533754077,0,,,,periodic_fourier_ridge_with_cycle_contrasts,2.538592471321868,"{""1"": -1.6204725949522663, ""2"": 1.6204725949522663}",periodic_model
