k,subset_id,sizes_mm,sizes_mm_json,subset_indices_json,worst_sigma_logrho1_unit_ohm_error,worst_sigma_logrho2_unit_ohm_error,worst_max_unit_logrho_error,worst_kappa,g1,g2,g1_max,g2_max,rank2_min,g1_relative_full9,g2_relative_full9,attenuation_relative_full9,uncertainty_inflation_relative_full9,global_rank,rank_within_count
3,50-110-120,50|110|120,"[50, 110, 120]","[0, 5, 6]",0.04975534890522863,4.970745522137727,4.970745522137727,158.93259209252986,31.431577458204863,0.31941367700166023,219.67457000576096,10.41852299727012,2,0.593409290225677,0.5871677549841247,0.5871677549841247,1.594004916820403,285,15
3,60-90-140,60|90|140,"[60, 90, 140]","[1, 4, 8]",0.05117270847874531,4.978798051095416,4.978798051095416,157.7230851583641,31.117247203887427,0.3255114902042897,219.7665668886062,10.83182219606634,2,0.5874749239547193,0.5983771663096199,0.5874749239547193,1.5965871795200786,286,16
6,60-70-80-90-110-130,60|70|80|90|110|130,"[60, 70, 80, 90, 110, 130]","[1, 2, 3, 4, 5, 7]",0.045292570491961205,4.980436636740029,4.980436636740029,220.37179681413446,43.48440217315954,0.4015789049133876,306.4458636441789,13.11014838952255,2,0.8209593764033828,0.7382094162666412,0.7382094162666412,1.5971126366295827,287,79
5,60-70-90-110-130,60|70|90|110|130,"[60, 70, 90, 110, 130]","[1, 2, 4, 5, 7]",0.047741476981670306,5.009084761350299,5.009084761350299,199.90374063777992,39.199821961997365,0.37965936133922434,276.5312400835634,12.420618182927079,2,0.7400690772956926,0.6979154335182092,0.6979154335182092,1.6062994379419975,288,91
3,60-80-140,60|80|140,"[60, 80, 140]","[1, 3, 8]",0.04758881543773564,5.014405560288563,5.014405560288563,166.22995234737152,32.61735647953827,0.3145094547076841,230.88197936351494,10.481392849342193,2,0.6157960854270829,0.5781524829352634,0.5781524829352634,1.6080056970194805,289,17
5,70-80-90-120-140,70|80|90|120|140,"[70, 80, 90, 120, 140]","[2, 3, 4, 6, 8]",0.05840777394084625,5.015663933839607,5.015663933839607,184.49845475559022,35.95287122835484,0.42804857955867637,248.64634867733295,14.102727781191637,2,0.678768599048598,0.7868677567063137,0.678768599048598,1.6084092287671083,290,92
2,60-140,60|140,"[60, 140]","[1, 8]",0.053049684350491226,5.022648498476951,5.022648498476951,136.05548126189552,26.638782877760875,0.2859926762726571,189.38571169003544,9.60496545090089,2,0.5029242092920021,0.5257310182996477,0.5029242092920021,1.6106490196242726,291,2
4,70-80-120-140,70|80|120|140,"[70, 80, 120, 140]","[2, 3, 6, 8]",0.06100302732176269,5.0304779872537795,5.0304779872537795,165.57231135893898,32.155102693403286,0.3988228517635116,222.24898330680125,13.18385073095864,2,0.6070690117859574,0.7331430535616366,0.6070690117859574,1.6131597584160442,292,56
5,60-70-80-110-130,60|70|80|110|130,"[60, 70, 80, 110, 130]","[1, 2, 3, 5, 7]",0.04543003118403415,5.030975255331068,5.030975255331068,206.70302289421255,40.400927118294305,0.3702697631430564,285.44469029036725,12.116227961750512,2,0.7627452207133215,0.680654841095242,0.680654841095242,1.6133192209668117,293,93
4,60-70-110-130,60|70|110|130,"[60, 70, 110, 130]","[1, 2, 5, 7]",0.04816042734949804,5.048000206483272,5.048000206483272,183.60379091610602,35.748674402178004,0.34637452458153895,253.05953965912911,11.366562597015118,2,0.6749134857044123,0.6367290026255782,0.6367290026255782,1.6187787351834175,294,57
5,50-60-70-80-130,50|60|70|80|130,"[50, 60, 70, 80, 130]","[0, 1, 2, 3, 7]",0.03549613829806469,5.085102737832766,5.085102737832766,228.3481920001247,44.37170778429911,0.3128265155677977,314.3790478972569,10.246035889845427,2,0.8377111730200095,0.5750587907495751,0.5750587907495751,1.6306766722502382,295,94
4,50-60-80-130,50|60|80|130,"[50, 60, 80, 130]","[0, 1, 3, 7]",0.03682485505130976,5.085216701677854,5.085216701677854,208.3109654264642,40.479098397226984,0.29611785769982246,286.9214246437921,9.711052729160256,2,0.7642210474741374,0.544343809408667,0.544343809408667,1.6307132178606705,296,58
5,50-70-80-90-130,50|70|80|90|130,"[50, 70, 80, 90, 130]","[0, 2, 3, 4, 7]",0.04177107059252379,5.103470123261223,5.103470123261223,211.86101332197663,40.90621812893383,0.3391285188463856,286.5629376094192,11.078059811783701,2,0.7722848112852464,0.6234089063790735,0.6234089063790735,1.6365666745751823,297,95
4,50-70-90-130,50|70|90|130,"[50, 70, 90, 130]","[0, 2, 4, 7]",0.043411675954607105,5.104472094450297,5.104472094450297,188.11668796742487,36.3187484793615,0.3128638139446865,254.32022453762215,10.252764234303605,2,0.6856761416343397,0.5751273551405176,0.5751273551405176,1.636887983923002,298,59
6,50-60-70-80-90-120,50|60|70|80|90|120,"[50, 60, 70, 80, 90, 120]","[0, 1, 2, 3, 4, 6]",0.03673642352678829,5.121645500299316,5.121645500299316,246.48198492322229,47.504329404264894,0.3440487905289055,335.70038930711127,11.151277357730404,2,0.8968531863192578,0.632453681495958,0.632453681495958,1.6423951041809137,299,80
5,50-60-80-90-120,50|60|80|90|120,"[50, 60, 80, 90, 120]","[0, 1, 3, 4, 6]",0.038027174576382224,5.1259803661217385,5.1259803661217385,227.9552769477605,43.89043480652772,0.32892997289825293,310.13621127463267,10.661814121506763,2,0.8286250284724164,0.6046612516615945,0.6046612516615945,1.6437851969555135,300,96
5,60-80-90-110-130,60|80|90|110|130,"[60, 80, 90, 110, 130]","[1, 3, 4, 5, 7]",0.04962995556560568,5.129701908501191,5.129701908501191,206.4287931045255,39.504457820785696,0.3887042239002277,278.20637215467264,12.696428019243482,2,0.7458204192059499,0.7145423096555659,0.7145423096555659,1.6449786108658782,301,97
4,50-80-90-130,50|80|90|130,"[50, 80, 90, 130]","[0, 3, 4, 7]",0.04481983263949311,5.143209002451494,5.143209002451494,191.4009496140106,36.64734147205044,0.32378003196828864,256.1406554496521,10.585211516355606,2,0.6918797798330256,0.5951942830504405,0.5951942830504405,1.64931002837113,302,60
3,50-90-130,50|90|130,"[50, 90, 130]","[0, 4, 7]",0.04777092069241397,5.143610970936029,5.143610970936029,164.25209878277067,31.444561476736755,0.29615726039126256,219.47322108107875,9.718151475293306,2,0.5936544206914175,0.5444162420924843,0.5444162420924843,1.6494389305122479,303,18
4,50-60-70-130,50|60|70|130,"[50, 60, 70, 130]","[0, 1, 2, 7]",0.03605220464505616,5.14615772252701,5.14615772252701,209.12129429096467,40.181852386250675,0.2841408851667807,285.2974678371899,9.347567421888897,2,0.7586092214488476,0.5223269310465795,0.5223269310465795,1.65025561576396,304,61
5,50-60-70-90-120,50|60|70|90|120,"[50, 60, 70, 90, 120]","[0, 1, 2, 4, 6]",0.03720677446032163,5.14879474873026,5.14879474873026,227.416817043276,43.61644324843688,0.31819048390150634,308.6344290231936,10.331831975007571,2,0.8234522325403411,0.5849191989633826,0.5849191989633826,1.651101250028487,305,98
4,50-60-90-120,50|60|90|120,"[50, 60, 90, 120]","[0, 1, 4, 6]",0.038808106573166926,5.150187888897191,5.150187888897191,206.8080337593591,39.649755068616365,0.3017789602538876,280.61526854629676,9.801532819529767,2,0.748563543912993,0.5547504297782389,0.5547504297782389,1.6515479983615124,306,62
3,50-60-130,50|60|130,"[50, 60, 130]","[0, 1, 7]",0.0378190811919365,5.150386039237266,5.150386039237266,186.6174789645233,35.836995082562275,0.2656339575991827,254.72409253376472,8.757871337219388,2,0.6765809270642604,0.4883062491098324,0.4883062491098324,1.6516115406641594,307,19
4,60-80-110-130,60|80|110|130,"[60, 80, 110, 130]","[1, 3, 5, 7]",0.05008811142732445,5.15673947027116,5.15673947027116,189.444934051485,36.082459275593756,0.3562654267599619,254.88897461012547,11.667316472678507,2,0.6812151434906016,0.6549111258251493,0.6549111258251493,1.6536489413441184,308,63
5,70-110-120-130-140,70|110|120|130|140,"[70, 110, 120, 130, 140]","[2, 5, 6, 7, 8]",0.07580195107409575,5.170303678676882,5.170303678676882,174.5512128997957,32.75930440601481,0.49468955217855076,224.36054483498762,16.352396498208172,2,0.6184759769600947,0.9093716853122475,0.6184759769600947,1.6579986741548618,309,99
5,70-90-110-130-140,70|90|110|130|140,"[70, 90, 110, 130, 140]","[2, 4, 5, 7, 8]",0.06872546120270906,5.1713345382685025,5.1713345382685025,179.19123484330404,33.7323971015319,0.4603223323852221,232.47353652464795,15.227127479783576,2,0.6368473821667988,0.8461955449524535,0.6368473821667988,1.6583292473556575,310,100
4,70-120-130-140,70|120|130|140,"[70, 120, 130, 140]","[2, 6, 7, 8]",0.0777815805193069,5.172301384836714,5.172301384836714,154.92768488213602,29.06001772012631,0.4500878597969781,198.11361767423986,14.917152261452207,2,0.5486356678145109,0.8273818474630547,0.5486356678145109,1.6586392930372713,311,64
4,70-90-130-140,70|90|130|140,"[70, 90, 130, 140]","[2, 4, 7, 8]",0.06922671425838103,5.1981565594118635,5.1981565594118635,160.90164679951957,30.152731533702738,0.412016963479151,207.25659606777106,13.674281394000856,2,0.5692654478310056,0.757397359225077,0.5692654478310056,1.666930458862295,312,65
4,60-90-110-130,60|90|110|130,"[60, 90, 110, 130]","[1, 4, 5, 7]",0.05385512808861216,5.203725853317215,5.203725853317215,184.2910123241567,34.73233359867207,0.36601446345595473,244.86576915728926,11.983115191743298,2,0.6557255822134784,0.6728324623307687,0.6557255822134784,1.6687164046180798,313,66
3,60-110-130,60|110|130,"[60, 110, 130]","[1, 5, 7]",0.05514379121038905,5.214590337449307,5.214590337449307,163.61361235587265,30.78435766538082,0.33136183860778207,218.01112076068017,10.88678276279973,2,0.5811901695534669,0.6091316711580009,0.5811901695534669,1.6722003973206119,314,20
6,60-70-80-90-110-120,60|70|80|90|110|120,"[60, 70, 80, 90, 110, 120]","[1, 2, 3, 4, 5, 6]",0.04704960580985051,5.2659564231052265,5.2659564231052265,234.77256807563685,43.818349723276945,0.3969997971285731,308.7705245633462,12.890799636722898,2,0.8272641054279213,0.7297917916267735,0.7297917916267735,1.6886723315060783,315,81
4,50-70-80-130,50|70|80|130,"[50, 70, 80, 130]","[0, 2, 3, 7]",0.04180753833811179,5.278400350664684,5.278400350664684,201.24269520287612,37.61197098361851,0.30140045275600164,263.98469857489255,9.881821614422181,2,0.7100914052136323,0.5540546317777756,0.5540546317777756,1.692662815755572,316,67
6,80-90-110-120-130-140,80|90|110|120|130|140,"[80, 90, 110, 120, 130, 140]","[3, 4, 5, 6, 7, 8]",0.073326394751851,5.289524903729678,5.289524903729678,200.46370994094653,36.82127769873338,0.5251984533806304,252.38325810882614,17.30321965446254,2,0.6951635912471267,0.9654552043212487,0.6951635912471267,1.6962302066437307,317,82
5,80-90-120-130-140,80|90|120|130|140,"[80, 90, 120, 130, 140]","[3, 4, 6, 7, 8]",0.07405781889205963,5.290890825916655,5.290890825916655,182.8015205359757,33.57259442008249,0.48341984230626633,229.36577862215788,15.95374472552813,2,0.6338304035916333,0.8886549448547082,0.6338304035916333,1.696668226790274,318,101
3,50-80-130,50|80|130,"[50, 80, 130]","[0, 3, 7]",0.04508769912280904,5.2928258076578105,5.2928258076578105,176.74651875995738,32.929763385571334,0.2840204037177003,230.6027737138354,9.325968693481212,2,0.6216941400384746,0.5221054539243791,0.5221054539243791,1.6972887313797007,319,21
3,50-70-130,50|70|130,"[50, 70, 130]","[0, 2, 7]",0.043662206939782545,5.296034311633445,5.296034311633445,174.72064088300596,32.563678704467186,0.27151030680730126,228.5790464570266,8.946852165427764,2,0.6147826812971698,0.49910855039017427,0.49910855039017427,1.6983176255546333,320,22
5,60-70-90-110-120,60|70|90|110|120,"[60, 70, 90, 110, 120]","[1, 2, 4, 5, 6]",0.049441332791212114,5.29709862822366,5.29709862822366,213.36714272495345,39.569945438004,0.37481255675497355,279.1051705659547,12.18886707306685,2,0.7470567860572083,0.6890057105742962,0.6890057105742962,1.6986589276531414,321,102
2,50-130,50|130,"[50, 130]","[0, 7]",0.048877091633655986,5.302817745662836,5.302817745662836,145.21971547474536,27.02040203484995,0.2520777727389655,189.04522909092697,8.32883289078066,2,0.5101289496027891,0.463386356182135,0.463386356182135,1.7004929184050959,322,3
5,60-70-80-110-120,60|70|80|110|120,"[60, 70, 80, 110, 120]","[1, 2, 3, 5, 6]",0.04711982088992055,5.32872087336746,5.32872087336746,220.86097446707248,40.7601453889955,0.36529839795256097,287.9389530950284,11.878539661925597,2,0.7695270457533259,0.6715161424474247,0.6715161424474247,1.7087994617069626,323,103
4,70-110-130-140,70|110|130|140,"[70, 110, 130, 140]","[2, 5, 7, 8]",0.07588083330240106,5.340944076583599,5.340944076583599,162.9566868888247,29.651581642065636,0.433279044403431,203.99399269246584,14.380278179207258,2,0.5598040390967959,0.7964827498063181,0.5598040390967959,1.712719164684926,324,68
3,70-130-140,70|130|140,"[70, 130, 140]","[2, 7, 8]",0.0777870133894068,5.344446033326788,5.344446033326788,140.21947760943544,25.505468013823968,0.3815652746531837,174.71376729936367,12.724502381944932,2,0.4815279058482672,0.7014190118629337,0.4815279058482672,1.713842162481187,325,23
4,60-70-110-120,60|70|110|120,"[60, 70, 110, 120]","[1, 2, 5, 6]",0.04972503540102678,5.3466890440719705,5.3466890440719705,196.64652747847,36.154145842866484,0.3410550297646696,255.86969360787464,11.11285155802495,2,0.6825685427929622,0.6269503486286969,0.6269503486286969,1.714561444959113,326,69
5,70-90-110-120-140,70|90|110|120|140,"[70, 90, 110, 120, 140]","[2, 4, 5, 6, 8]",0.07027781396958473,5.399408336290913,5.399408336290913,189.4024134560438,34.16180841714561,0.4563330710580414,235.5294348457834,15.03868796685451,2,0.6449544097046956,0.8388622158367015,0.6449544097046956,1.731467321680025,327,104
5,50-60-70-80-120,50|60|70|80|120,"[50, 60, 70, 80, 120]","[0, 1, 2, 3, 6]",0.03680792525686792,5.406420425953024,5.406420425953024,244.56508607135584,44.699026743426444,0.30692613262963153,316.64547249452824,9.963833395577982,2,0.8438907582308197,0.5642123090463772,0.5642123090463772,1.7337159391859525,328,105
4,50-60-80-120,50|60|80|120,"[50, 60, 80, 120]","[0, 1, 3, 6]",0.0380372972406604,5.406570838643513,5.406570838643513,223.43358774239334,40.83762905907622,0.28987757363656963,289.40296027186827,9.412824740074859,2,0.7709898908723093,0.5328724985422123,0.5328724985422123,1.733764173111251,329,70
6,70-80-90-110-120-130,70|80|90|110|120|130,"[70, 80, 90, 110, 120, 130]","[2, 3, 4, 5, 6, 7]",0.06222473966372204,5.408367798664516,5.408367798664516,216.59018811917994,39.12366129625741,0.4596024843994357,271.0846873092549,15.00511940911461,2,0.7386312097034612,0.8448722718549717,0.7386312097034612,1.7343404172774533,330,83
5,50-70-80-90-120,50|70|80|90|120,"[50, 70, 80, 90, 120]","[0, 2, 3, 4, 6]",0.04336462446348173,5.4235554639505805,5.4235554639505805,227.08779893965453,41.26103757452346,0.3336935335658093,289.0475509424655,10.817584465687874,2,0.7789835891510912,0.6134179500257826,0.6134179500257826,1.7392107557474457,331,106
4,50-70-90-120,50|70|90|120,"[50, 70, 90, 120]","[0, 2, 4, 6]",0.044830464696911994,5.425108044330461,5.425108044330461,202.1155259771725,36.717925203113616,0.30696414794680493,257.11660020964,9.97075217438733,2,0.6932123582506177,0.5642821913652849,0.5642821913652849,1.7397086329266869,332,71
5,70-80-110-120-130,70|80|110|120|130,"[70, 80, 110, 120, 130]","[2, 3, 5, 6, 7]",0.0645346115160707,5.43646659615535,5.43646659615535,198.5617491998848,35.6651447899054,0.43251418970100036,247.09615853730602,14.144984895983178,2,0.6733364968308051,0.7950767423280819,0.6733364968308051,1.7433510618895454,333,107
5,60-80-90-110-120,60|80|90|110|120,"[60, 80, 90, 110, 120]","[1, 3, 4, 5, 6]",0.05155265494509266,5.436576669142388,5.436576669142388,220.7825265677402,39.87175350832414,0.3839716079693535,280.7649461773345,12.469803884851817,2,0.7527547410208496,0.705842495992549,0.705842495992549,1.7433863597903865,334,108
4,70-90-120-140,70|90|120|140,"[70, 90, 120, 140]","[2, 4, 6, 8]",0.07057329085894706,5.439512945273438,5.439512945273438,170.97163544976678,30.6323645685062,0.40755514994080566,210.67858483504324,13.46412626653332,2,0.5783206312410643,0.7491953527766981,0.5783206312410643,1.7443279566935455,335,72
4,50-80-90-120,50|80|90|120,"[50, 80, 90, 120]","[0, 3, 4, 6]",0.04637975446335179,5.469108670394011,5.469108670394011,205.7080026942066,37.04297743275223,0.31808289980770516,258.91737073567447,10.312294959165097,2,0.6993491489711157,0.5847214306291578,0.5847214306291578,1.7538186319149898,336,73
3,50-90-120,50|90|120,"[50, 90, 120]","[0, 4, 6]",0.04905802846509286,5.469317597085459,5.469317597085459,177.18753199032238,31.904779995771786,0.2899178244453946,222.70757568210692,9.420148224713872,2,0.6023430697130083,0.5329464902925841,0.5329464902925841,1.75388562994817,337,24
5,70-80-90-110-140,70|80|90|110|140,"[70, 80, 90, 110, 140]","[2, 3, 4, 5, 8]",0.060291644582958756,5.470041991097788,5.470041991097788,203.70402202503848,36.43268605997496,0.41033795247908356,253.3565674246649,13.533584144284546,2,0.6878272146732849,0.7543108880108274,0.6878272146732849,1.7541179266151843,338,109
4,60-80-110-120,60|80|110|120,"[60, 80, 110, 120]","[1, 3, 5, 6]",0.05187214436717955,5.472106426783366,5.472106426783366,203.2387722956523,36.48422134963558,0.3510958221812819,257.6791781892718,11.420288882181122,2,0.6888001699664053,0.6454080101692614,0.6454080101692614,1.7547799441372272,339,74
4,70-80-110-140,70|80|110|140,"[70, 80, 110, 140]","[2, 3, 5, 8]",0.06222481210378844,5.474439612265285,5.474439612265285,182.9672859746458,32.69070652655491,0.37975165025488183,227.50638260836936,12.573181340306611,2,0.6171808902271615,0.6980850852248148,0.6171808902271615,1.7555281436001586,340,75
4,50-60-70-120,50|60|70|120,"[50, 60, 70, 120]","[0, 1, 2, 6]",0.037223807593178324,5.48006678131289,5.48006678131289,224.69130694122512,40.543011744377864,0.277631526797758,287.7930066016367,9.037352554016753,2,0.7654276930527496,0.5103609896510696,0.5103609896510696,1.7573326485963838,341,76
3,50-60-120,50|60|120,"[50, 60, 120]","[0, 1, 6]",0.038819908643577865,5.485105679439114,5.485105679439114,200.98940639958488,36.24147840061047,0.2586592768073415,257.51608262717735,8.42597382135284,2,0.6842173289912802,0.47548492066604453,0.47548492066604453,1.758948508501661,342,25
4,60-90-110-120,60|90|110|120,"[60, 90, 110, 120]","[1, 4, 5, 6]",0.05572448477112711,5.517781900801812,5.517781900801812,197.72204393363074,35.149531111008685,0.3609845003703663,247.76887294308818,11.742732824067128,2,0.6636020204867017,0.6635860450816956,0.6635860450816956,1.769427028732335,343,77
3,60-110-120,60|110|120,"[60, 110, 120]","[1, 5, 6]",0.05674029608295777,5.534092452306318,5.534092452306318,176.24776154792,31.254299176023984,0.3257973144981744,221.26684855582224,10.621617739460774,2,0.5900623828125423,0.5989025877960622,0.5900623828125423,1.7746574512471158,344,26
5,80-90-110-130-140,80|90|110|130|140,"[80, 90, 110, 130, 140]","[3, 4, 5, 7, 8]",0.0739792813887895,5.539305078597852,5.539305078597852,194.0678191316668,34.08593199660797,0.46781021014717233,234.46365165967126,15.452926573544325,2,0.6435219084910363,0.8599602666649087,0.6435219084910363,1.7763290218196282,345,110
5,60-70-80-90-130,60|70|80|90|130,"[60, 70, 80, 90, 130]","[1, 2, 3, 4, 7]",0.04632995728227608,5.549147380484564,5.549147380484564,229.82431250075854,40.77015865906332,0.3451477152951251,287.78536928403616,11.269274650661352,2,0.7697160902736554,0.6344737990874607,0.6344737990874607,1.779485223948741,346,111
4,60-70-90-130,60|70|90|130,"[60, 70, 90, 130]","[1, 2, 4, 7]",0.04833997759375971,5.5518219768020955,5.5518219768020955,203.99632641972303,36.16543441713931,0.31937839494010367,255.69684818447752,10.459078181311995,2,0.682781664290151,0.5871028971199598,0.5871028971199598,1.7803429060935356,347,78
4,80-90-130-140,80|90|130|140,"[80, 90, 130, 140]","[3, 4, 7, 8]",0.07447365213429137,5.55850708653672,5.55850708653672,174.44074822795756,30.547722743364954,0.42036617516154967,209.4864085780031,13.925282763523695,2,0.5767226444570009,0.7727454430186703,0.5767226444570009,1.7824866685812784,348,79
4,70-110-120-140,70|110|120|140,"[70, 110, 120, 140]","[2, 5, 6, 8]",0.07709612200232062,5.566878104424391,5.566878104424391,172.54804737598337,30.139190997609848,0.42903840430414025,207.46980153533457,14.18058972646127,2,0.5690098106482125,0.7886873192844646,0.5690098106482125,1.7851710634295588,349,80
3,70-120-140,70|120|140,"[70, 120, 140]","[2, 6, 8]",0.07846407530163307,5.577336448943761,5.577336448943761,149.46446089278155,26.07073912873435,0.3767429904720883,178.75981085924627,12.49838730984749,2,0.4921998847373345,0.6925543639771936,0.4921998847373345,1.7885248164051304,350,27
5,70-80-90-120-130,70|80|90|120|130,"[70, 80, 90, 120, 130]","[2, 3, 4, 6, 7]",0.062320116528130284,5.577667436940866,5.577667436940866,205.7869817517849,36.08286959143332,0.41121256324210553,249.79643536863946,13.426621646509812,2,0.6812228900070293,0.7559186564790695,0.6812228900070293,1.7886309567199872,351,112
4,70-80-120-130,70|80|120|130,"[70, 80, 120, 130]","[2, 3, 6, 7]",0.06453676377702446,5.587042170180085,5.587042170180085,184.57977187556375,32.300389434386545,0.3806965363576639,223.53492566759195,12.45797568083716,2,0.6098119381300366,0.6998220385603583,0.6098119381300366,1.7916372202292825,352,81
5,80-110-120-130-140,80|110|120|130|140,"[80, 110, 120, 130, 140]","[3, 5, 6, 7, 8]",0.08245262248160036,5.6120132864085495,5.6120132864085495,191.67378303258664,33.12322706240874,0.5016647247514875,226.42197959554045,16.562862060537217,2,0.6253466179743716,0.9221939177811997,0.6253466179743716,1.7996448886704437,353,113
4,80-120-130-140,80|120|130|140,"[80, 120, 130, 140]","[3, 6, 7, 8]",0.08466829988577781,5.620221859245041,5.620221859245041,170.8354045222046,29.469658561917548,0.45774318625403354,200.4451652529582,15.147572742625167,2,0.556369440689831,0.841454384655745,0.556369440689831,1.802277191089301,354,82
4,50-70-80-120,50|70|80|120,"[50, 70, 80, 120]","[0, 2, 3, 6]",0.04336557463812723,5.638240626821581,5.638240626821581,217.1550236070976,37.997564413879,0.29527183233457155,266.6797528425699,9.588906240969086,2,0.7173711774131287,0.54278858854575,0.54278858854575,1.8080553996063395,355,83
4,60-80-90-130,60|80|90|130,"[60, 80, 90, 130]","[1, 3, 4, 7]",0.05030550648519389,5.646746396837085,5.646746396837085,209.52876606955374,36.49540782677116,0.33007923621440877,257.50754733946457,10.785167815317887,2,0.689011363931009,0.6067739049692652,0.6067739049692652,1.8107830063940284,356,84
3,50-80-120,50|80|120,"[50, 80, 120]","[0, 3, 6]",0.04649951643595857,5.654729231742354,5.654729231742354,191.3392144740368,33.36950489210226,0.2775082192956778,233.68313747254354,9.015010623988536,2,0.6299961953718498,0.5101343174877209,0.5101343174877209,1.8133429197978617,357,28
3,50-70-120,50|70|120,"[50, 70, 120]","[0, 2, 6]",0.04493324712051304,5.660795235581459,5.660795235581459,189.29477742800242,33.00829760654269,0.26469051503838853,231.68631805460768,8.622232202211556,2,0.6231768189268315,0.4865719493904904,0.4865719493904904,1.8152881491204897,358,29
3,60-90-130,60|90|130,"[60, 90, 130]","[1, 4, 7]",0.05405414445549769,5.6662791641817245,5.6662791641817245,180.22776148756992,31.267356810858804,0.30303121284936896,221.06694989145996,9.935572960596025,2,0.5903089031098344,0.5570524049223965,0.5570524049223965,1.8170467201665,359,30
2,50-120,50|120,"[50, 120]","[0, 6]",0.0497731295316534,5.668269875974657,5.668269875974657,158.2829269589229,27.554612431301692,0.24471703160534228,192.7907366460805,7.979109085692726,2,0.5202145207966349,0.4498553455910438,0.4498553455910438,1.81768509611469,360,4
4,60-70-80-130,60|70|80|130,"[60, 70, 80, 130]","[1, 2, 3, 7]",0.04634652409818568,5.7076691162661115,5.7076691162661115,217.00591410053536,37.46394956148967,0.3081574694860149,265.3111807751156,10.095718913373274,2,0.707296849733225,0.566475835468848,0.566475835468848,1.8303195354485624,361,85
3,60-70-130,60|70|130,"[60, 70, 130]","[1, 2, 7]",0.04854321036667547,5.709145565146222,5.709145565146222,187.65218702681832,32.3925967813797,0.27899218587820035,230.10971739979328,9.182554417404827,2,0.6115527574193503,0.5128622449043252,0.5128622449043252,1.8307929989891618,362,31
4,70-80-90-140,70|80|90|140,"[70, 80, 90, 140]","[2, 3, 4, 8]",0.06046671065320352,5.755536093529277,5.755536093529277,194.69211222778452,33.14593818664374,0.35530066668490196,230.43632892087817,11.759186202589358,2,0.625775390349237,0.6531376388139206,0.625775390349237,1.845669385238902,363,86
3,70-80-140,70|80|140,"[70, 80, 140]","[2, 3, 8]",0.06223509435174216,5.758620786633557,5.758620786633557,170.2921768522641,28.982665473235098,0.3194880973891128,201.6692975067552,10.639804949949609,2,0.5471753038863526,0.5873045595575411,0.5471753038863526,1.846658576086272,364,32
3,60-80-130,60|80|130,"[60, 80, 130]","[1, 3, 7]",0.050536546987640596,5.766223251507018,5.766223251507018,191.8592880920665,32.76059328069313,0.291181013815233,232.12009996362565,9.552320871409895,2,0.6185003101393336,0.5352685701526897,0.5352685701526897,1.849096513481031,365,33
2,60-130,60|130,"[60, 130]","[1, 7]",0.055153673566928185,5.767953019593981,5.767953019593981,157.10829096107872,26.813975490370773,0.2601191968839266,190.89316437381999,8.581526628819091,2,0.506231740517244,0.47816864417429067,0.47816864417429067,1.8496512107237884,366,5
4,80-110-130-140,80|110|130|140,"[80, 110, 130, 140]","[3, 5, 7, 8]",0.08264874647635004,5.795520673118178,5.795520673118178,179.34855175035528,30.053160228801712,0.4412261022928278,206.25907936361168,14.61916307157002,2,0.5673856014425533,0.8110915673856034,0.5673856014425533,1.8584915295586726,367,87
3,80-130-140,80|130|140,"[80, 130, 140]","[3, 7, 8]",0.08467633638431117,5.795627287405491,5.795627287405491,154.98298302495047,25.971234943031543,0.39056600190816676,177.35320478989672,12.993863523598147,2,0.4903213055190022,0.717964755505293,0.4903213055190022,1.8585257183332586,368,34
5,80-90-110-120-140,80|90|110|120|140,"[80, 90, 110, 120, 140]","[3, 4, 5, 6, 8]",0.07605550542606793,5.8118079498524695,5.8118079498524695,206.07248410911282,34.51094464357221,0.4638853465745971,237.49394401560005,15.267274287383025,2,0.6515458918086839,0.8527453178431775,0.6515458918086839,1.8637144883845573,369,114
4,80-90-120-140,80|90|120|140,"[80, 90, 120, 140]","[3, 4, 6, 8]",0.07633549832597246,5.843435619759707,5.843435619759707,186.13707919512225,31.021249248214023,0.4159939221534892,212.87255547253469,13.718973158473801,2,0.5856625402518962,0.7647080727749657,0.5856625402518962,1.8738567620365039,370,88
4,70-90-110-140,70|90|110|140,"[70, 90, 110, 140]","[2, 4, 5, 8]",0.07158047561500273,5.881575026557709,5.881575026557709,187.99417138358072,31.19412481605956,0.3889123924816471,216.21750543084028,12.866765912271356,2,0.5889263270646641,0.7149249791760375,0.5889263270646641,1.8860872014524575,371,89
5,60-70-80-90-120,60|70|80|90|120,"[60, 70, 80, 90, 120]","[1, 2, 3, 4, 6]",0.04868350565015353,5.963343741312358,5.963343741312358,249.11570179145355,41.126151986291134,0.33980901609895126,290.25951882487226,11.01332264263937,2,0.7764370303192587,0.6246598423058396,0.6246598423058396,1.9123085665938664,372,115
3,70-110-140,70|110|140,"[70, 110, 140]","[2, 5, 8]",0.07757274794996491,5.964880557412289,5.964880557412289,163.5589391759333,26.72854471722224,0.3564925380037823,185.25553574744382,11.85245351254298,2,0.5046188588690063,0.6553286170247042,0.5046188588690063,1.912801388527443,373,35
4,60-70-90-120,60|70|90|120,"[60, 70, 90, 120]","[1, 2, 4, 6]",0.050529612450180526,5.965868718498827,5.965868718498827,221.61699663657922,36.56628483582557,0.31360130931360825,258.4783311343004,10.182781588624549,2,0.6903494792607988,0.576483068847413,0.576483068847413,1.9131182692898032,374,90
