request_id,kind,quadrature_points,frequency_hz,state,model,rho1,rho2,rho_bone,rho_heart,rho_fat,L_mm,Z,relative_residual,reciprocity_abs
q1024_50000_inhale_ts_with_fat,literature,1024,50000,inhale,ts_with_fat,2.84229947307531,9.74127148952717,48.4451260579635,5.11678442048387,23.1086075206695,70,53.5425927485059,3.49744307159519e-10,7.105427357601e-15
q1024_50000_inhale_ts_with_fat,literature,1024,50000,inhale,ts_with_fat,2.84229947307531,9.74127148952717,48.4451260579635,5.11678442048387,23.1086075206695,80,56.1520002796724,3.92090876243151e-10,7.105427357601e-15
q1024_50000_inhale_ts_with_fat,literature,1024,50000,inhale,ts_with_fat,2.84229947307531,9.74127148952717,48.4451260579635,5.11678442048387,23.1086075206695,90,44.2207443270525,2.46962967163197e-10,1.4210854715202e-14
q1024_50000_inhale_ts_with_fat,literature,1024,50000,inhale,ts_with_fat,2.84229947307531,9.74127148952717,48.4451260579635,5.11678442048387,23.1086075206695,110,43.6476072216299,5.12266051682029e-10,3.5527136788005e-14
q1024_50000_inhale_ts_with_fat,literature,1024,50000,inhale,ts_with_fat,2.84229947307531,9.74127148952717,48.4451260579635,5.11678442048387,23.1086075206695,120,38.6453836412385,5.09869507900431e-10,0
q1024_50000_inhale_ts_with_fat,literature,1024,50000,inhale,ts_with_fat,2.84229947307531,9.74127148952717,48.4451260579635,5.11678442048387,23.1086075206695,130,35.8732076732257,5.9128800572487e-10,1.4210854715202e-14
q1024_50000_inhale_ts_with_fat,literature,1024,50000,inhale,ts_with_fat,2.84229947307531,9.74127148952717,48.4451260579635,5.11678442048387,23.1086075206695,140,33.2727344354678,6.52246111068736e-10,2.8421709430404e-14
q1024_50000_exhale_ts_without_fat,literature,1024,50000,exhale,ts_without_fat,2.84229947307531,3.81728305178192,48.4451260579635,5.11678442048387,23.1086075206695,50,49.0808894752766,1.60264019494242e-10,0
q1024_50000_exhale_ts_without_fat,literature,1024,50000,exhale,ts_without_fat,2.84229947307531,3.81728305178192,48.4451260579635,5.11678442048387,23.1086075206695,60,48.3660457139558,2.26316133736172e-10,1.4210854715202e-14
q1024_50000_exhale_ts_without_fat,literature,1024,50000,exhale,ts_without_fat,2.84229947307531,3.81728305178192,48.4451260579635,5.11678442048387,23.1086075206695,70,37.3912358359386,1.89382278086742e-10,1.4210854715202e-14
